PKG	VERSION	ARCH	SIZE_BYTES	SIZE_HUMAN	MANUAL	DEPENDS	RDEPS_COUNT
lib32quadmath0	12.3.0-1ubuntu1~22.04.2	amd64	702464	686.00 KB	0	gcc-12-base (= 12.3.0-1ubuntu1~22.04.2), libc6-i386 (>= 2.23)	2
lib32stdc++6	12.3.0-1ubuntu1~22.04.2	amd64	2725888	2.60 MB	0	gcc-12-base (= 12.3.0-1ubuntu1~22.04.2), lib32gcc-s1 (>= 12.3.0-1ubuntu1~22.04.2), libc6-i386 (>= 2.34)	3
lib32ubsan1	12.3.0-1ubuntu1~22.04.2	amd64	2558976	2.44 MB	0	gcc-12-base (= 12.3.0-1ubuntu1~22.04.2), lib32gcc-s1 (>= 3.3), lib32stdc++6 (>= 4.1.1), libc6-i386 (>= 2.34)	2
libabsl20210324	0~20210324.2-2ubuntu0.2	amd64	1842176	1.76 MB	0	libc6 (>= 2.34), libgcc-s1 (>= 3.0), libstdc++6 (>= 11)	2
libacl1	2.3.1-1	amd64	68608	67.00 KB	0	libc6 (>= 2.33)	11
libaio1	0.3.112-13build1	amd64	37888	37.00 KB	0	libc6 (>= 2.4)	4
libalgorithm-diff-perl	1.201-1	all	130048	127.00 KB	0	perl:any	2
libalgorithm-diff-xs-perl	0.04-6build3	amd64	51200	50.00 KB	0	perl, perlapi-5.34.0, libc6 (>= 2.34), libalgorithm-diff-perl	1
libalgorithm-merge-perl	0.08-3	all	43008	42.00 KB	0	perl, libalgorithm-diff-perl	1
libann0	1.1.2+doc-7build1	amd64	79872	78.00 KB	0	libc6 (>= 2.4), libgcc-s1 (>= 3.0), libstdc++6 (>= 5)	1
libaom3	3.3.0-1ubuntu0.1	amd64	5419008	5.17 MB	0	libc6 (>= 2.34)	1
libapparmor1	3.0.4-2ubuntu2.4	amd64	175104	171.00 KB	0	libc6 (>= 2.34)	3
libappstream4	0.15.2-2	amd64	589824	576.00 KB	0	libc6 (>= 2.33), libcurl3-gnutls (>= 7.63.0), libglib2.0-0 (>= 2.67.3+git20210214), libstemmer0d (>= 0+svn527), libxml2 (>= 2.9.0), libxmlb2 (>= 0.3.4), libyaml-0-2	1
libapt-pkg-perl	0.1.40build2	amd64	230400	225.00 KB	0	perl, perlapi-5.34.0, libapt-pkg6.0 (>= 2.1.20), libc6 (>= 2.34), libgcc-s1 (>= 3.3.1)	1
libapt-pkg6.0	2.4.14	amd64	3274752	3.12 MB	0	libbz2-1.0, libc6 (>= 2.34), libgcc-s1 (>= 3.3.1), libgcrypt20 (>= 1.9.0), liblz4-1 (>= 0.0~r127), liblzma5 (>= 5.1.1alpha+20120614), libstdc++6 (>= 11), libsystemd0 (>= 221), libudev1 (>= 183), libxxhash0 (>= 0.7.1), libzstd1 (>= 1.4.0), zlib1g (>= 1:1.2.2.3)	7
libarchive13	3.6.0-1ubuntu1.5	amd64	897024	876.00 KB	0	libacl1 (>= 2.2.23), libbz2-1.0, libc6 (>= 2.33), liblz4-1 (>= 0.0~r130), liblzma5 (>= 5.2.2), libnettle8, libxml2 (>= 2.7.4), libzstd1 (>= 1.4.0), zlib1g (>= 1:1.1.4)	1
libargon2-1	0~20171227-0.3	amd64	57344	56.00 KB	0	libc6 (>= 2.34)	1
libasan5	9.5.0-1ubuntu1~22.04	amd64	15322112	14.61 MB	0	gcc-9-base (= 9.5.0-1ubuntu1~22.04), libc6 (>= 2.34), libgcc-s1	1
libasan6	11.4.0-1ubuntu1~22.04.2	amd64	7698432	7.34 MB	0	gcc-11-base (= 11.4.0-1ubuntu1~22.04.2), libc6 (>= 2.34), libgcc-s1	2
libasound2	1.2.6.1-1ubuntu1	amd64	1181696	1.13 MB	0	libasound2-data (>= 1.2.6.1-1ubuntu1), libc6 (>= 2.34)	4
libasound2-data	1.2.6.1-1ubuntu1	all	222208	217.00 KB	0	-	2
libasound2-dev	1.2.6.1-1ubuntu1	amd64	693248	677.00 KB	0	libasound2 (= 1.2.6.1-1ubuntu1)	1
libasound2-plugins	1.2.6-1	amd64	347136	339.00 KB	0	libasound2 (>= 1.2.5), libc6 (>= 2.34), libjack-jackd2-0 (>= 1.9.10+20150825) | libjack-0.125, libpulse0 (>= 0.99.1-1~), libsamplerate0 (>= 0.1.7)	1
libassuan0	2.5.5-1build1	amd64	112640	110.00 KB	0	libc6 (>= 2.33), libgpg-error0 (>= 1.33)	10
libasyncns0	0.8-6build2	amd64	44032	43.00 KB	1	libc6 (>= 2.34)	1
libatasmart4	0.19-5build2	amd64	83968	82.00 KB	0	libc6 (>= 2.33), libudev1 (>= 183)	1
libatk-bridge2.0-0	2.38.0-3	amd64	256000	250.00 KB	0	libatk1.0-0 (>= 2.36.0~), libatspi2.0-0 (>= 2.9.90), libc6 (>= 2.7), libdbus-1-3 (>= 1.9.14), libglib2.0-0 (>= 2.41.1)	1
libatk1.0-0	2.36.0-3build1	amd64	203776	199.00 KB	0	libc6 (>= 2.4), libglib2.0-0 (>= 2.55.2), libatk1.0-data (>= 2.36.0-3build1)	3
libatk1.0-data	2.36.0-3build1	all	45056	44.00 KB	0	-	1
libatm1	1:2.5.1-4build2	amd64	112640	110.00 KB	0	libc6 (>= 2.34)	1
libatomic1	12.3.0-1ubuntu1~22.04.2	amd64	46080	45.00 KB	0	gcc-12-base (= 12.3.0-1ubuntu1~22.04.2), libc6 (>= 2.14)	3
libatspi2.0-0	2.44.0-3	amd64	261120	255.00 KB	0	libc6 (>= 2.7), libdbus-1-3 (>= 1.9.14), libglib2.0-0 (>= 2.62), libx11-6 (>= 2:1.2.99.901), libxi6 (>= 2:1.2.99.4)	2
libattr1	1:2.5.1-1build1	amd64	58368	57.00 KB	0	libc6 (>= 2.4)	1
libaudit-common	1:3.0.7-1build1	all	23552	23.00 KB	0	-	1
libaudit1	1:3.0.7-1build1	amd64	159744	156.00 KB	0	libaudit-common (>= 1:3.0.7-1build1), libc6 (>= 2.33), libcap-ng0 (>= 0.7.9)	11
libauthen-sasl-perl	2.1600-1.1	all	121856	119.00 KB	0	perl:any	1
libavahi-client3	0.8-5ubuntu5.2	amd64	140288	137.00 KB	0	libavahi-common3 (= 0.8-5ubuntu5.2), libc6 (>= 2.34), libdbus-1-3 (>= 1.9.14)	1
libavahi-common-data	0.8-5ubuntu5.2	amd64	118784	116.00 KB	0	-	1
libavahi-common3	0.8-5ubuntu5.2	amd64	116736	114.00 KB	0	libc6 (>= 2.34), libavahi-common-data (= 0.8-5ubuntu5.2)	2
libbabeltrace1	1.5.8-2build1	amd64	514048	502.00 KB	0	libc6 (>= 2.33), libdw1 (>= 0.126), libelf1 (>= 0.131), libglib2.0-0 (>= 2.30.0), libuuid1 (>= 2.16)	1
libbinutils	2.38-4ubuntu2.8	amd64	2850816	2.72 MB	0	libc6 (>= 2.34), zlib1g (>= 1:1.2.0), binutils-common (= 2.38-4ubuntu2.8)	4
libblkid-dev	2.34-0.1ubuntu9.3	amd64	956416	934.00 KB	0	libblkid1 (= 2.34-0.1ubuntu9.3), libc6-dev | libc-dev, uuid-dev	0
libblkid1	2.37.2-4ubuntu3.4	amd64	330752	323.00 KB	0	libc6 (>= 2.33)	19
libblockdev-crypto2	2.26-1ubuntu0.1	amd64	73728	72.00 KB	0	libblkid1 (>= 2.23.0), libblockdev-utils2 (>= 2.20), libc6 (>= 2.25), libcryptsetup12 (>= 2:2.4), libglib2.0-0 (>= 2.42.2), libnss3 (>= 2:3.13.4-2~), libvolume-key1 (>= 0.3.9)	1
libblockdev-fs2	2.26-1ubuntu0.1	amd64	83968	82.00 KB	0	libblkid1 (>= 2.24.2), libblockdev-part-err2 (>= 2.14), libblockdev-utils2 (>= 2.16), libc6 (>= 2.7), libglib2.0-0 (>= 2.42.2), libmount1 (>= 2.30.2), libparted-fs-resize0 (>= 3.1), libparted2 (>= 3.1), e2fsprogs	1
libblockdev-loop2	2.26-1ubuntu0.1	amd64	35840	35.00 KB	0	libblockdev-utils2 (>= 2.14), libc6 (>= 2.27), libglib2.0-0 (>= 2.42.2)	1
libblockdev-part-err2	2.26-1ubuntu0.1	amd64	36864	36.00 KB	0	libc6 (>= 2.3), libglib2.0-0 (>= 2.42.2)	2
libblockdev-part2	2.26-1ubuntu0.1	amd64	66560	65.00 KB	0	libblockdev-part-err2 (>= 2.14), libblockdev-utils2 (>= 2.14), libc6 (>= 2.29), libglib2.0-0 (>= 2.42.2), libparted2 (>= 3.1), gdisk (>= 0.8.6), fdisk | util-linux (<< 2.29.2-3~)	1
libblockdev-swap2	2.26-1ubuntu0.1	amd64	45056	44.00 KB	0	libblkid1 (>= 2.23.0), libblockdev-utils2 (>= 2.14), libc6 (>= 2.4), libglib2.0-0 (>= 2.42.2)	1
libblockdev-utils2	2.26-1ubuntu0.1	amd64	62464	61.00 KB	0	libc6 (>= 2.7), libglib2.0-0 (>= 2.70.0), libkmod2 (>= 5~), libudev1 (>= 216)	7
libblockdev2	2.26-1ubuntu0.1	amd64	230400	225.00 KB	0	libblockdev-utils2 (>= 2.14), libc6 (>= 2.34), libglib2.0-0 (>= 2.42.2)	1
libboost-regex1.74.0	1.74.0-14ubuntu3	amd64	3085312	2.94 MB	0	libc6 (>= 2.14), libgcc-s1 (>= 3.3.1), libicu70 (>= 70.1-1~), libstdc++6 (>= 11)	0
libbpf0	1:0.5.0-1ubuntu22.04.1	amd64	352256	344.00 KB	0	libc6 (>= 2.22), libelf1 (>= 0.142), zlib1g (>= 1:1.2.3.3)	1
libbrotli1	1.0.9-2build6	amd64	802816	784.00 KB	0	libc6 (>= 2.29)	4
libbsd0	0.11.5-1	amd64	139264	136.00 KB	0	libc6 (>= 2.33), libmd0 (>= 1.0.3-2)	5
libbz2-1.0	1.0.8-5build1	amd64	102400	100.00 KB	0	libc6 (>= 2.4)	15
libc++-10-dev	1:10.0.0-4ubuntu1	amd64	6492160	6.19 MB	0	libc++1-10 (= 1:10.0.0-4ubuntu1)	1
libc++-dev	1:10.0-50~exp1	amd64	14336	14.00 KB	1	libc++-10-dev (>= 10~)	1
libc++1-10	1:10.0.0-4ubuntu1	amd64	841728	822.00 KB	0	libc++abi1-10, libc6 (>= 2.17), libgcc-s1 (>= 3.0)	1
libc++abi1-10	1:10.0.0-4ubuntu1	amd64	285696	279.00 KB	0	libc6 (>= 2.18), libgcc-s1 (>= 3.0)	1
libc-ares2	1.18.1-1ubuntu0.22.04.3	amd64	114688	112.00 KB	0	libc6 (>= 2.17)	2
libc-bin	2.35-0ubuntu3.10	amd64	2599936	2.48 MB	0	libc6 (>> 2.35), libc6 (<< 2.36)	1
libc-dev-bin	2.35-0ubuntu3.10	amd64	307200	300.00 KB	0	libc6 (>> 2.35), libc6 (<< 2.36)	1
libc6	2.35-0ubuntu3.10	amd64	13924352	13.28 MB	1	libgcc-s1, libcrypt1 (>= 1:4.4.10-10ubuntu4)	678
libc6-dbg	2.35-0ubuntu3.10	amd64	18684928	17.82 MB	0	libc6 (= 2.35-0ubuntu3.10)	1
libc6-dev	2.35-0ubuntu3.10	amd64	13351936	12.73 MB	0	libc6 (= 2.35-0ubuntu3.10), libc-dev-bin (= 2.35-0ubuntu3.10), linux-libc-dev, libcrypt-dev, rpcsvc-proto, libtirpc-dev, libnsl-dev	27
libc6-dev-i386	2.35-0ubuntu3.10	amd64	7438336	7.09 MB	0	libc6-i386 (= 2.35-0ubuntu3.10), libc6-dev (= 2.35-0ubuntu3.10)	3
libc6-dev-x32	2.35-0ubuntu3.10	amd64	8449024	8.06 MB	0	libc6-x32 (= 2.35-0ubuntu3.10), libc6-dev-i386 (= 2.35-0ubuntu3.10), libc6-dev (= 2.35-0ubuntu3.10)	1
libc6-i386	2.35-0ubuntu3.10	amd64	12494848	11.92 MB	0	libc6 (= 2.35-0ubuntu3.10)	12
libc6-x32	2.35-0ubuntu3.10	amd64	12864512	12.27 MB	0	libc6 (= 2.35-0ubuntu3.10)	9
libcairo-gobject2	1.16.0-5ubuntu2	amd64	104448	102.00 KB	0	libcairo2 (= 1.16.0-5ubuntu2), libglib2.0-0 (>= 2.14.0)	3
libcairo2	1.16.0-5ubuntu2	amd64	1383424	1.32 MB	0	libc6 (>= 2.34), libfontconfig1 (>= 2.12.6), libfreetype6 (>= 2.9.1), libpixman-1-0 (>= 0.30.0), libpng16-16 (>= 1.6.2-1), libx11-6, libxcb-render0, libxcb-shm0, libxcb1 (>= 1.6), libxext6, libxrender1, zlib1g (>= 1:1.1.4)	8
libcap-ng0	0.7.9-2.2build3	amd64	46080	45.00 KB	0	libc6 (>= 2.33)	4
libcap2	1:2.44-1ubuntu0.22.04.2	amd64	66560	65.00 KB	0	libc6 (>= 2.33)	9
libcap2-bin	1:2.44-1ubuntu0.22.04.2	amd64	117760	115.00 KB	0	libc6 (>= 2.34), libcap2 (>= 1:2.33)	4
libcbor0.8	0.8.0-2ubuntu1	amd64	84992	83.00 KB	0	libc6 (>= 2.14)	1
libcc1-0	12.3.0-1ubuntu1~22.04.2	amd64	147456	144.00 KB	0	gcc-12-base (= 12.3.0-1ubuntu1~22.04.2), libc6 (>= 2.15), libgcc-s1 (>= 3.0), libstdc++6 (>= 5.2)	3
libcdt5	2.42.2-6ubuntu0.1	amd64	83968	82.00 KB	0	libc6 (>= 2.4)	4
libcgraph6	2.42.2-6ubuntu0.1	amd64	142336	139.00 KB	0	libc6 (>= 2.14), libcdt5	3
libchafa0	1.8.0-1	amd64	310272	303.00 KB	0	libc6 (>= 2.29), libglib2.0-0 (>= 2.35.8)	1
libclang-12-dev	1:12.0.1-19ubuntu3	amd64	191507456	182.64 MB	1	libstdc++-11-dev, libgcc-11-dev, libobjc-11-dev, libclang1-12 (= 1:12.0.1-19ubuntu3), libclang-common-12-dev (= 1:12.0.1-19ubuntu3)	1
libclang-common-12-dev	1:12.0.1-19ubuntu3	amd64	61302784	58.46 MB	0	lib32stdc++6 (>= 4.1.1), libc6 (>= 2.34), libc6-i386 (>= 2.34), libstdc++6 (>= 4.1.1), libllvm12 (= 1:12.0.1-19ubuntu3)	3
libclang-common-15-dev	1:15.0.7-0ubuntu0.22.04.3	amd64	69566464	66.34 MB	0	lib32stdc++6 (>= 4.1.1), libc6 (>= 2.34), libc6-i386 (>= 2.34), libstdc++6 (>= 4.1.1), libllvm15 (= 1:15.0.7-0ubuntu0.22.04.3)	1
libclang-cpp12	1:12.0.1-19ubuntu3	amd64	47623168	45.42 MB	0	libc6 (>= 2.32), libgcc-s1 (>= 3.0), libllvm12 (= 1:12.0.1-19ubuntu3), libstdc++6 (>= 11)	2
libclang-cpp14	1:14.0.0-1ubuntu1.1	amd64	58621952	55.91 MB	0	libc6 (>= 2.34), libgcc-s1 (>= 3.0), libllvm14 (= 1:14.0.0-1ubuntu1.1), libstdc++6 (>= 12)	1
libclang-cpp15	1:15.0.7-0ubuntu0.22.04.3	amd64	61363200	58.52 MB	0	libc6 (>= 2.34), libgcc-s1 (>= 3.0), libllvm15 (= 1:15.0.7-0ubuntu0.22.04.3), libstdc++6 (>= 12)	1
libclang1-12	1:12.0.1-19ubuntu3	amd64	26390528	25.17 MB	0	libc6 (>= 2.34), libgcc-s1 (>= 3.0), libllvm12, libstdc++6 (>= 11)	2
libclang1-14	1:14.0.0-1ubuntu1.1	amd64	30685184	29.26 MB	0	libc6 (>= 2.34), libgcc-s1 (>= 3.0), libllvm14, libstdc++6 (>= 11)	1
libclang1-15	1:15.0.7-0ubuntu0.22.04.3	amd64	31945728	30.47 MB	0	libc6 (>= 2.34), libgcc-s1 (>= 3.0), libllvm15, libstdc++6 (>= 11)	1
libclone-perl	0.45-1build3	amd64	44032	43.00 KB	0	perl, perlapi-5.34.0, libc6 (>= 2.34)	1
libcoarrays-dev	2.9.2-3	amd64	119808	117.00 KB	0	gfortran-10 | gfortran-mod-15, gfortran | fortran-compiler	0
libcolord2	1.4.6-1	amd64	630784	616.00 KB	0	libc6 (>= 2.29), libglib2.0-0 (>= 2.58), liblcms2-2 (>= 2.6), libudev1 (>= 196)	1
libcom-err2	1.46.5-2ubuntu1.2	amd64	103424	101.00 KB	0	libc6 (>= 2.17)	6
libcrypt-dev	1:4.4.27-1	amd64	327680	320.00 KB	0	libcrypt1 (= 1:4.4.27-1)	1
libcrypt1	1:4.4.27-1	amd64	230400	225.00 KB	0	libc6 (>= 2.25)	15
libcryptsetup12	2:2.4.3-1ubuntu1.3	amd64	585728	572.00 KB	0	libargon2-1 (>= 0~20171227), libblkid1 (>= 2.17.2), libc6 (>= 2.34), libdevmapper1.02.1 (>= 2:1.02.97), libjson-c5 (>= 0.15), libssl3 (>= 3.0.0~~alpha1), libuuid1 (>= 2.16)	5
libctf-nobfd0	2.38-4ubuntu2.8	amd64	321536	314.00 KB	0	libc6 (>= 2.14), zlib1g (>= 1:1.2.0)	1
libctf0	2.38-4ubuntu2.8	amd64	244736	239.00 KB	0	libbinutils (= 2.38-4ubuntu2.8), libc6 (>= 2.33), zlib1g (>= 1:1.2.0)	1
libcups2	2.4.1op1-1ubuntu4.11	amd64	802816	784.00 KB	0	libavahi-client3 (>= 0.6.16), libavahi-common3 (>= 0.6.16), libc6 (>= 2.34), libgnutls30 (>= 3.7.2), libgssapi-krb5-2 (>= 1.17), zlib1g (>= 1:1.2.0)	2
libcurl3-gnutls	7.81.0-1ubuntu1.20	amd64	790528	772.00 KB	0	libbrotli1 (>= 0.6.0), libc6 (>= 2.34), libgnutls30 (>= 3.7.2), libgssapi-krb5-2 (>= 1.17), libidn2-0 (>= 0.6), libldap-2.5-0 (>= 2.5.4), libnettle8, libnghttp2-14 (>= 1.12.0), libpsl5 (>= 0.16.0), librtmp1 (>= 2.4+20131018.git79459a2-3~), libssh-4 (>= 0.9.0), libzstd1 (>= 1.4.0), zlib1g (>= 1:1.1.4)	6
libcurl4	7.81.0-1ubuntu1.20	amd64	806912	788.00 KB	0	libbrotli1 (>= 0.6.0), libc6 (>= 2.34), libgssapi-krb5-2 (>= 1.17), libidn2-0 (>= 0.6), libldap-2.5-0 (>= 2.5.4), libnghttp2-14 (>= 1.12.0), libpsl5 (>= 0.16.0), librtmp1 (>= 2.4+20131018.git79459a2-3~), libssh-4 (>= 0.9.0), libssl3 (>= 3.0.0~~alpha1), libzstd1 (>= 1.4.0), zlib1g (>= 1:1.1.4)	1
libdata-dump-perl	1.25-1	all	65536	64.00 KB	0	perl:any	2
libdatrie1	0.2.13-2	amd64	64512	63.00 KB	0	libc6 (>= 2.14)	1
libdav1d5	0.9.2-1	amd64	1340416	1.28 MB	0	libc6 (>= 2.34)	1
libdb5.3	5.3.28+dfsg1-0.8ubuntu3	amd64	1792000	1.71 MB	0	libc6 (>= 2.34)	7
libdbaudiolib0	0.9.8-8	amd64	74752	73.00 KB	0	libc6 (>= 2.14)	1
libdbaudiolib0-dev	0.9.8-8	amd64	196608	192.00 KB	1	libc6-dev, libdbaudiolib0 (= 0.9.8-8)	0
libdbus-1-3	1.12.20-2ubuntu4.1	amd64	467968	457.00 KB	0	libc6 (>= 2.34), libsystemd0	10
libdconf1	0.40.0-3	amd64	109568	107.00 KB	0	libc6 (>= 2.14), libglib2.0-0 (>= 2.55.2)	2
libde265-0	1.0.8-1ubuntu0.3	amd64	806912	788.00 KB	0	libc6 (>= 2.34), libgcc-s1 (>= 3.3.1), libstdc++6 (>= 11)	1
libdebconfclient0	0.261ubuntu1	amd64	80896	79.00 KB	1	libc6 (>= 2.4)	1
libdebuginfod-common	0.186-1ubuntu0.1	all	41984	41.00 KB	0	debconf (>= 0.5) | debconf-2.0, ucf	1
libdebuginfod1	0.186-1ubuntu0.1	amd64	66560	65.00 KB	0	libc6 (>= 2.33), libcurl3-gnutls (>= 7.28.0), libelf1 (= 0.186-1ubuntu0.1), libdw1 (= 0.186-1ubuntu0.1), libdebuginfod-common (>= 0.186-1ubuntu0.1)	1
libdeflate0	1.10-2	amd64	157696	154.00 KB	0	libc6 (>= 2.14)	1
libdevmapper-event1.02.1	2:1.02.175-2.1ubuntu5	amd64	78848	77.00 KB	0	libc6 (>= 2.33), libdevmapper1.02.1 (>= 2:1.02.97)	2
libdevmapper1.02.1	2:1.02.175-2.1ubuntu5	amd64	504832	493.00 KB	0	libc6 (>= 2.33), libselinux1 (>= 3.1~), libudev1 (>= 183)	9
libdns-export1110	1:9.11.19+dfsg-2.1ubuntu3	amd64	2316288	2.21 MB	0	libc6 (>= 2.34), libisc-export1105, libssl3 (>= 3.0.0~~alpha1)	1
libdpkg-perl	1.21.1ubuntu2.3	all	2396160	2.29 MB	0	perl:any, dpkg (>= 1.18.11)	2
libdrm-amdgpu1	2.4.113-2~ubuntu0.22.04.1	amd64	86016	84.00 KB	1	libc6 (>= 2.28), libdrm2 (>= 2.4.108)	2
libdrm-common	2.4.113-2~ubuntu0.22.04.1	all	46080	45.00 KB	0	-	1
libdrm-intel1	2.4.113-2~ubuntu0.22.04.1	amd64	194560	190.00 KB	1	libc6 (>= 2.17), libdrm2 (>= 2.4.108), libpciaccess0	2
libdrm-nouveau2	2.4.113-2~ubuntu0.22.04.1	amd64	83968	82.00 KB	1	libc6 (>= 2.14), libdrm2 (>= 2.4.108)	2
libdrm-radeon1	2.4.113-2~ubuntu0.22.04.1	amd64	97280	95.00 KB	1	libc6 (>= 2.4), libdrm2 (>= 2.4.108)	2
libdrm2	2.4.113-2~ubuntu0.22.04.1	amd64	131072	128.00 KB	0	libdrm-common (>= 2.4.113-2~ubuntu0.22.04.1), libc6 (>= 2.33)	12
libdw1	0.186-1ubuntu0.1	amd64	746496	729.00 KB	0	libbz2-1.0, libc6 (>= 2.34), libelf1 (= 0.186-1ubuntu0.1), liblzma5 (>= 5.1.1alpha+20120614), zlib1g (>= 1:1.2.2.3)	3
libeatmydata1	130-2build1	amd64	39936	39.00 KB	1	libc6 (>= 2.34)	1
libedit2	3.1-20210910-1build1	amd64	266240	260.00 KB	0	libbsd0 (>= 0.1.3), libc6 (>= 2.33), libtinfo6 (>= 6)	10
libefiboot1	37-6ubuntu2	amd64	125952	123.00 KB	0	libc6 (>= 2.33), libefivar1 (>= 37)	1
libefivar1	37-6ubuntu2	amd64	175104	171.00 KB	0	libc6 (>= 2.34)	1
libegl-dev	1.4.0-1	amd64	119808	117.00 KB	0	libegl1 (= 1.4.0-1), libgl-dev, libx11-dev	2
libegl-mesa0	23.2.1-1ubuntu3.1~22.04.3	amd64	381952	373.00 KB	0	libc6 (>= 2.34), libdrm2 (>= 2.4.109), libexpat1 (>= 2.0.1), libgbm1 (= 23.2.1-1ubuntu3.1~22.04.3), libgcc-s1 (>= 3.4), libglapi-mesa (= 23.2.1-1ubuntu3.1~22.04.3), libwayland-client0 (>= 1.20.0), libwayland-server0 (>= 1.15.0), libx11-xcb1 (>= 2:1.7.5), libxcb-dri2-0 (>= 1.8), libxcb-dri3-0 (>= 1.13), libxcb-present0, libxcb-randr0 (>= 1.3), libxcb-sync1, libxcb-xfixes0, libxcb1 (>= 1.9.2), libxshmfence1	1
libegl1	1.4.0-1	amd64	102400	100.00 KB	0	libc6 (>= 2.34), libglvnd0 (= 1.4.0-1), libegl-mesa0	2
libelf1	0.186-1ubuntu0.1	amd64	196608	192.00 KB	0	libc6 (>= 2.33), zlib1g (>= 1:1.1.4)	8
libencode-locale-perl	1.05-1.1	all	32768	32.00 KB	0	perl:any	3
libepoxy0	1.5.10-1	amd64	1413120	1.35 MB	0	libc6 (>= 2.34)	1
liberror-perl	0.17029-1	all	72704	71.00 KB	0	perl:any	1
libestr0	0.1.10-2.1build3	amd64	31744	31.00 KB	0	libc6 (>= 2.14)	1
libevent-core-2.1-7	2.1.12-stable-1build3	amd64	262144	256.00 KB	0	libc6 (>= 2.33)	1
libexpat1	2.4.7-1ubuntu0.6	amd64	443392	433.00 KB	0	libc6 (>= 2.25)	18
libexpat1-dev	2.4.7-1ubuntu0.6	amd64	971776	949.00 KB	0	libexpat1 (= 2.4.7-1ubuntu0.6), libc6-dev | libc-dev	1
libexporter-tiny-perl	1.002002-1	all	95232	93.00 KB	0	perl:any	1
libext2fs2	1.46.5-2ubuntu1.2	amd64	587776	574.00 KB	0	libc6 (>= 2.34)	3
libfakeroot	1.28-1ubuntu1	amd64	176128	172.00 KB	0	libc6 (>= 2.34)	1
libfastjson4	0.99.9-1build2	amd64	70656	69.00 KB	0	libc6 (>= 2.14)	1
libfdisk1	2.37.2-4ubuntu3.4	amd64	443392	433.00 KB	0	libblkid1 (>= 2.24.2), libc6 (>= 2.33), libuuid1 (>= 2.16)	1
libffi-dev	3.4.2-4	amd64	335872	328.00 KB	0	libffi8 (= 3.4.2-4)	0
libffi8	3.4.2-4	amd64	70656	69.00 KB	0	libc6 (>= 2.27)	14
libfftw3-double3	3.3.8-2ubuntu8	amd64	2308096	2.20 MB	0	libc6 (>= 2.34), libgomp1 (>= 4.9)	1
libfido2-1	1.10.0-1	amd64	241664	236.00 KB	0	libc6 (>= 2.33), libcbor0.8 (>= 0.5.0), libssl3 (>= 3.0.0~~alpha1), libudev1 (>= 183), zlib1g (>= 1:1.2.0)	2
libfile-basedir-perl	0.09-1	all	39936	39.00 KB	0	perl:any, libipc-system-simple-perl	2
libfile-desktopentry-perl	0.22-2	all	48128	47.00 KB	0	perl:any, libfile-basedir-perl, liburi-perl	1
libfile-fcntllock-perl	0.22-3build7	amd64	134144	131.00 KB	0	perl, perlapi-5.34.0, libc6 (>= 2.34)	1
libfile-listing-perl	6.14-1	all	31744	31.00 KB	0	perl:any, libhttp-date-perl	1
libfile-mimeinfo-perl	0.31-1	all	114688	112.00 KB	0	perl:any, libencode-locale-perl, libfile-basedir-perl, libfile-desktopentry-perl, shared-mime-info	1
libflac8	1.3.3-2ubuntu0.2	amd64	288768	282.00 KB	1	libc6 (>= 2.33), libogg0 (>= 1.0rc3)	1
libfont-afm-perl	1.20-3	all	70656	69.00 KB	0	perl:any	1
libfontconfig1	2.13.1-4.2ubuntu5	amd64	338944	331.00 KB	1	libc6 (>= 2.33), libexpat1 (>= 2.0.1), libfreetype6 (>= 2.9.1), libuuid1 (>= 2.16), fontconfig-config (>= 2.13.1-4.2ubuntu5)	11
libfontenc1	1:1.1.4-1build3	amd64	51200	50.00 KB	1	libc6 (>= 2.14), zlib1g (>= 1:1.1.4)	1
libfreetype6	2.11.1+dfsg-1ubuntu0.3	amd64	890880	870.00 KB	0	libbrotli1 (>= 0.6.0), libc6 (>= 2.33), libpng16-16 (>= 1.6.2-1), zlib1g (>= 1:1.1.4)	10
libfreetype6-dev	2.10.1-2ubuntu0.3	amd64	68608	67.00 KB	0	libfreetype-dev (= 2.10.1-2ubuntu0.3)	0
libfribidi0	1.0.8-2ubuntu3.1	amd64	139264	136.00 KB	0	libc6 (>= 2.4)	4
libftp-dev	4.0-1-4	amd64	150528	147.00 KB	1	libftp4 (= 4.0-1-4), libc6 (>= 2.4)	0
libftp4	4.0-1-4	amd64	50176	49.00 KB	0	libc6 (>= 2.15)	1
libfuse3-3	3.10.5-1build1	amd64	288768	282.00 KB	0	libc6 (>= 2.34)	3
libfwupd2	1.7.9-1~22.04.3	amd64	406528	397.00 KB	0	libc6 (>= 2.27), libcurl3-gnutls (>= 7.63.0), libglib2.0-0 (>= 2.53.2), libjcat1 (>= 0.1.4), libjson-glib-1.0-0 (>= 1.5.2)	2
libfwupdplugin5	1.7.9-1~22.04.3	amd64	606208	592.00 KB	0	libfwupd2 (= 1.7.9-1~22.04.3), libarchive13 (>= 3.0.4), libc6 (>= 2.14), libgcab-1.0-0 (>= 1.0), libglib2.0-0 (>= 2.67.3), libgudev-1.0-0 (>= 212), libgusb2 (>= 0.3.4), libjcat1 (>= 0.1.4), libxmlb2 (>= 0.3.2)	1
